names,score,budget_x,revenue,country_num,month_num,genre_num,crew_num
Psycho,84,20000000,37226218,1,9,708,1206
A Dog's Purpose,76,22000000,205035819,1,5,735,822
Salt,64,130000000,290650494,1,8,84,520
Sinister,69,3000000,87727807,1,11,90,961
Shin Ultraman,71,5900000,33800000,16,5,258,1207
Barbie: A Fairy Secret,67,66400000,318617662.4,2,3,137,718
The Old Way,60,102400000,208453066.2,1,4,599,228
Blue Thermal,59,190400000,1220832375,16,3,736,1208
The Good Nurse,70,118800000,806055991.2,1,10,737,549
Shutter,73,8000000,47782426,25,9,58,1209
Freddy vs. Jason,60,25000000,114576403,1,10,12,1210
I See You,70,3000000,191599758.4,1,7,738,1211
Overboard,67,12000000,91244913,2,5,168,440
Enchanted,68,85000000,340384141,1,12,739,127
Saw II,66,5000000,152925093,1,11,12,1156
The Exorcism of Carmen Farias,61,922000,1474579,3,5,12,1212
Cloverfield,67,25000000,171302226,1,1,388,1213
Barbie in A Mermaid Tale 2,70,27220000,15489307,2,3,106,796
Saw III,64,10000000,163876815,1,11,740,1156
A Walk Among the Tombstones,63,28000000,62108587,1,9,741,233
Home on the Range,60,110000000,76482461,1,9,106,1214
Hocus Pocus,71,28000000,45147989,2,7,159,206
King Tweety,70,111000000,294668448.4,2,6,88,1047
The Polar Express,67,170000000,312183437,1,11,225,52
The Fox and the Hound 2,61,24000000,120165396.4,1,11,390,1215
Young Sister-In-Law 2,53,121400000,492196010.4,9,2,269,1216
Kingdom: Ashin of the North,74,134800000,489434716.4,9,7,742,1217
Central Intelligence,64,50000000,217194805,1,7,743,33
ParaNorman,70,60000000,108119662,1,1,356,1218
Dirty Grandpa,59,11500000,105078449,1,1,45,668
The Case of the Bloody Iris,62,110000000,244165005.2,2,8,42,1109
Scott Pilgrim vs. the World,75,85000000,48000000,1,8,33,432
Straight Outta Compton,78,28000000,202182981,1,8,386,1219
His Only Son,0,174600000,175269998.8,2,3,22,1220
Mission: Impossible II,61,125000000,546388105,1,6,327,61
Underworld: Evolution,66,45000000,113417762,1,1,744,849
The Stranger by the Shore,76,112800000,842709295,16,9,689,1221
Love Like the Falling Petals,79,86000000,568108808.2,16,3,135,1222
Unknown,67,40000000,136123083,1,2,84,233
Unknown,67,3700000,3355048,1,2,84,233
Amsterdam,61,80000000,29400826,1,10,745,186
Men of Honor,74,32000000,82339483,1,7,22,57
Violet Evergarden: Eternity and the Auto Memory Doll,82,8745556.2,10841702,16,9,746,850
Insidious: Chapter 3,63,10000000,112983889,2,5,90,1223
Jonah Hex,49,47000000,11022696,1,8,747,1224
Alpha,65,51000000,99624873,1,9,685,1218
Men in Black II,64,140000000,445135288,1,7,610,333
Kill Bill: Vol. 1,80,30000000,180906076,1,10,217,1225
The Mermaid,64,60720000,553810228,28,2,219,1226
Angel Guts: Red Porno,53,119600000,362461687.2,16,12,22,1227
Super 8,68,50000000,257972745,1,6,748,1228
Mario,73,58000000,626713614.8,40,2,99,1229
Planet of the Apes,76,100000000,362211740,2,2,749,100
Planet of the Apes,76,5800000,33398936,2,2,749,100
Godmothered,69,93600000,551804687,2,12,587,1230
Braveheart,79,72000000,209045244,1,6,750,204
Julia,45,6000000,1365108,15,11,404,1231
Hitman's Wife's Bodyguard,67,70000000,70060492,1,6,30,286
Geostorm,61,100000000,220796009,1,10,194,22
The Time Capsule,64,91200000,538716016.6,1,7,751,1232
The Final Destination,56,40000000,187384627,1,10,15,1233
6 Underground,63,150000000,0,1,12,30,286
Ip Man: The Awakening,70,126371600,390628267.6,28,9,290,1234
The NeverEnding Story,72,27000000,20158808,1,12,752,1235
High & Low The Worst X,73,89900000,385422345,16,9,753,1236
Women Talking,70,30408000,7589419,1,2,22,294
Fantastic Four: Rise of the Silver Surfer,56,120000000,289480691,1,10,754,1237
The Departed,82,90000000,289660619,1,10,109,1198
Barbie in the Nutcracker,68,98140000,494358731.6,1,10,106,796
Cannibal Holocaust,63,100000,183851589.4,12,2,12,1238
Porno,63,83600000,373122738.8,2,5,455,1239
Kick-Ass 2,64,28000000,63129909,1,8,360,910
The Matrix Reloaded,70,150000000,738576929,1,5,473,7
Don't Stop My Crazy Love for You,40,101800000,858637629,10,4,140,1240
Barbie as the Island Princess,72,115500000,425732545.6,2,9,106,796
101 Dalmatians,59,54000000,320689294,1,12,755,1241
The Adventures of Sharkboy and Lavagirl,51,50000000,71992655,2,6,756,1242
Minions,64,74000000,1157271759,1,6,356,152
Space Sweepers,71,21000000,24571,9,2,757,1243
Happy Feet Two,61,135000000,157956462,1,12,88,380
The Boy Who Harnessed the Wind,79,160000000,527512518,4,2,758,1244
Nobody Sleeps in the Woods Tonight,52,121600000,346296946.4,26,3,11,1245
The Japanese Wife Next Door: Part 2,63,110000000,271669045.6,16,6,45,1246
Peter von Kant,55,127800000,578598408,17,7,99,1247
Raped by an Angel 4: The Rapist's Union,58,97140000,181655466.4,10,1,18,1248
Superman: Doomsday,68,3500000,279809037,1,11,759,1249
Robin Hood,64,210000000,322459006,1,5,406,15
Robin Hood,64,99000000,85210012,1,5,406,15
Three Sexy Meals,25,9541040,38139010,9,11,99,1250
The Texas Chainsaw Massacre: The Beginning,61,16000000,50517763,1,11,11,1251
Dead Poets Society,83,16400000,239500000,1,7,22,1082
Jigsaw,62,10000000,104223315,2,10,761,1252
Oz the Great and Powerful,59,200000000,490359051,1,3,131,712
Pan's Labyrinth,78,19000000,83258226,1,10,762,1253
Bruiser,66,47220616.4,319773152.6,2,12,22,1254
Greyhound,74,50300000,0,1,7,618,52
Little Man,59,64000000,101636047,2,8,184,667
Purpose of Reunion 2,47,129200000,947468745.8,9,8,99,1255
Kingdom of Heaven,69,110000000,218674938,1,5,763,1256
Black Hawk Down,74,95000000,159691085,1,2,764,1257
The New Mutants,62,67000000,44608247,1,9,765,1258
22 Jump Street,68,50000000,331333876,1,6,608,620
The Angry Birds Movie 2,71,65000000,152255188,1,9,164,1114
Flipped,80,14000000,4294635,1,1,135,1259
The Handmaiden,82,8575000,37767206,1,6,766,1260
Nanny McPhee,66,25000000,128745578,1,1,159,1261
Jason Goes to Hell: The Final Friday,45,3000000,15935068,2,8,12,1262
The English Patient,72,35000000,231710008,2,11,767,273
Universal Soldier: Regeneration,56,14000000,875386,1,7,768,1029
Zeros and Ones,50,154600000,678277032,1,3,769,961
Dark Cloud,64,126200000,381129532.6,2,6,770,1263
Beautiful Teacher in Torture Hell,57,109000000,385100558,16,12,54,681
King Arthur: Legend of the Sword,65,175000000,139630336,1,5,771,355
Love and Monsters,74,30000000,1131683,1,4,772,290
22 Bullets,66,24000000,247131881.6,1,3,483,1103
Eva,52,91000000,507113605.4,30,12,99,438
Halloween,76,15000000,77514401,1,6,11,1264
Halloween,76,10000000,255416089,1,6,11,1264
Halloween,76,325000,70274000,1,6,11,1264
The Hunting,48,147180000,222629230.6,2,1,12,1265
Delicious Room Salon Service 2,52,136400000,328929749.2,9,9,269,1266
Elite Squad,81,4000000,14759148,1,2,773,1267
101 Dalmatians II: Patch's London Adventure,60,131600000,520075508,1,11,774,1268
A Clockwork Orange,82,2200000,26589000,1,2,320,946
Blonde,62,22000000,103705080,1,9,22,1269
Machete,63,12500000,46370970,1,11,30,1270
The Bank Job,68,20000000,66143005,1,7,393,106
"Love, Rosie",78,31011149.2,4439431,1,11,111,998
I'm in Love with a Church Girl,62,3000000,2503392,2,10,99,1271
Curious Caterer: Dying for Chocolate,66,94650000,177073227.2,2,4,775,1272
Death Race 2,58,7000000,49506597,1,11,388,1273
Oldboy,83,3000000,6219559,1,5,776,1274
Living with Chucky,55,112000000,269440443.4,2,8,27,1275
Now You See Me 2,68,90000000,328325007,1,6,777,639
Tentacles,61,141400000,366483408.2,2,2,778,1276
Barbie and the Three Musketeers,72,115500000,425732545.6,2,9,106,796
Hulk,55,137000000,245031679,1,6,2,1277
Don't Leave,57,114800000,384414469.8,24,11,135,1278
The Call,68,12800000,69821476,1,5,485,160
12 Angry Men,85,340000,379,1,10,22,1279
Once Upon a Deadpool,72,115200000,498499412.2,1,12,779,286
A Nun's Curse,64,92600000,353391998.4,2,5,12,1280
The Professional Bridesmaid,0,246000000,178359863,2,4,780,1281
Pornocracy: The New Sex Multinationals,67,41500000,298690257.2,17,1,27,1282
Saint Seiya: Legend of Crimson Youth,76,104800000,396856477.4,16,7,87,120
Skyline,50,10000000,68264973,1,11,652,1283
The Emoji Movie,55,50000000,216564839,1,9,39,1284
Phineas and Ferb: The Movie: Candace Against the Universe,73,130000000,651222242,1,8,781,487
SAS: Red Notice,58,160000000,561970766,1,8,328,1285
Fantastic Four,44,87500000,333132750,1,8,14,690
Assassin's Creed,54,125000000,240697856,1,1,14,758
A Question of Faith,73,7048000,2587072,2,9,22,1286
Take the Lead,69,30000000,65390493,1,5,782,8
The Kissing Booth 2,77,105800000,667037174.8,1,7,111,361
Marry Me,69,23000000,44000000,1,2,783,38
Father There Is Only One,77,3400000,15894372,7,8,45,746
Run Sweetheart Run,61,107000000,247575382.6,2,1,42,1287
Love Affair,58,108200000,196920944.4,9,10,99,1288
The Three Stooges,58,30000000,54052249,1,6,45,1289
Black Swan,77,13000000,331266710,1,1,545,1193
Zodiac,75,85000000,83080084,1,5,741,99
Snoopy Presents: Lucy's School,73,134400000,716009340.2,2,8,73,1290
Barbie and the Diamond Castle,74,92800000,609222681.4,1,9,106,796
Nun in Rope Hell,59,88000000,503089616.8,16,5,22,791
Halloween,65,15000000,77514401,1,10,11,408
Halloween,65,10000000,255416089,1,10,11,408
Halloween,65,325000,70274000,1,10,11,408
Halfaouine: Boy of the Terraces,68,103040000,412503777.6,2,9,44,1291
3 Idiots,80,9000000,70000000,1,12,121,1292
The Girl Next Door,67,25000000,31635150,1,8,111,149
Brightburn,61,6000000,33224654,1,5,784,1293
Martians vs Mexicans,79,94000000,704890509.2,3,3,201,1294
Underdogs,66,2500000,1392649,8,7,785,1295
Leprechaun,56,1000000,8556940,2,1,696,1296
Seventh Son,55,95000000,108874967,1,3,125,882
Justice League: Doom,74,66600000,439119920.6,2,2,211,1297
"Batman: The Long Halloween, Part One",75,141000000,937353330.4,1,7,786,1298
The Magnificent Seven,75,90000000,162122642,1,7,787,628
Barbie and the Magic of Pegasus,71,127000000,816420246.8,2,10,788,796
Sweet & Sour,78,98960000,806179002.2,9,6,278,1299
City of God,84,3300000,30641770,1,8,49,1300
Halftime,70,152000000,628779204.4,2,6,424,38
Where the Crawdads Sing,76,24000000,136539552,1,7,789,1301
Children of Men,76,76000000,69845011,1,10,790,1302
The Garden of Words,76,61000000,339269019.4,1,4,539,627
Chinese Erotic Ghost Story,20,9541040,38139010,10,6,12,1303
Once Upon a Time in America,84,30000000,5576529,1,10,49,57
The Companions,70,78700000,485621788.4,17,2,44,1304
Ride On,60,127600000,243434798.2,28,4,268,728
Total Recall,60,125000000,211856088,1,9,194,548
Total Recall,60,65000000,261399830,1,9,194,548
Mechanic: Resurrection,59,40000000,125729635,1,8,85,106
The Sixth Sense,79,40000000,672806292,1,10,563,98
Avengers Confidential: Black Widow & Punisher,63,114800000,304552465,2,3,68,1305
Three Swedish Girls in Upper Bavaria,50,114000000,449042622,15,10,45,1306
Bloodshot,68,45000000,37163054,1,3,9,104
Simple Passion,49,3001100,75167,1,2,135,1307
Wifelike,72,113400000,652368753.6,2,8,791,1308
Batman,72,35000000,411348924,1,8,792,1309
No Country for Old Men,79,25000000,164035753,1,12,37,1224
The Lego Movie,74,60000000,468084718,1,4,793,3
Peppermint,67,25000000,51800758,1,12,32,441
SchÃ¤chten,47,167000000,660864312.8,2,7,22,1310
Skylines,56,70000000,203847277.2,1,10,324,1311
Naruto the Movie: Guardians of the Crescent Moon Kingdom,71,25634800,3224000,16,8,794,249
All Things Fair,64,78000000,251777647.4,41,11,767,1312
Pixie Hollow Games,70,165000000,509012026.8,2,11,106,1313
The Munsters,58,88000000,187212327.4,2,9,297,1314
The Whole Truth,65,117600000,653706552.2,2,12,795,1315
Office Love: Behind Closed Doors,44,112600000,597883933,16,7,269,390
Gemini Man,63,140000000,166598362,1,10,293,333
My Beautiful Man ï½žeternalï½ž,0,167540000,175269998.8,16,4,796,1316
Solo: A Star Wars Story,66,275000000,393151347,1,5,2,1317
Dinosaur Hotel,53,153600000,419974411.6,2,6,797,1318
xXx: State of the Union,50,60000000,71073932,1,4,798,996
Rogue One: A Star Wars Story,75,200000000,1055083596,1,12,14,1319
Voyagers,60,29000000,4131781,1,4,63,567
Sexual Chronicles of a French Family,49,108600000,539181833,17,5,44,1320
Scoob!,71,90000000,28588425,1,9,799,1321
The Witch: Part 1. The Subversion,78,5500000,24340302,9,6,655,748
Spy Kids,58,35000000,197692062,1,9,800,248
Mother's Friend,56,80300000,176682291.4,9,5,269,1322
The Bourne Supremacy,73,85000000,311001124,1,8,292,126
BTS: Permission to Dance on Stage - LA,92,215600000,1748017438,9,9,383,1323
Tinker Bell and the Great Fairy Rescue,67,145400000,524420200.6,1,9,20,652
Cirque du Freak: The Vampire's Assistant,58,40000000,39753957,2,10,754,1324
Chip and Potato: Chip's Holiday,53,99000000,724917350.2,2,6,142,1325
Barbie Fairytopia: Mermaidia,68,71180000,392839573.2,1,9,272,796
The Quake,68,6300000,185403521,6,8,292,1326
What Happened to Monday,72,20000000,27975429,1,11,801,444
Die Hard: With a Vengeance,72,90000000,366101666,1,5,32,98
The Last Exorcism,56,1800000,70165900,1,11,90,1327
Hotel Desire,61,230758,84563373.8,15,12,99,1328
God's Crooked Lines,74,139800000,677745703.6,7,10,442,1329
Barbie Presents: Thumbelina,66,127000000,325823441.8,1,9,106,796
Abominable,75,75000000,188668688,1,9,356,1330
Three Wishes for Cinderella,70,174600000,611708903.2,6,11,802,1331
Don't F*#% With John Wick,78,101700000,716719914.2,2,2,27,7
Paupahan,0,174600000,175269998.8,30,4,22,1332
Where the Wild Things Are,65,100000000,99123656,1,12,803,1333
Green Book,82,23000000,319995019,1,1,121,1152
My Little Pony: A New Generation,78,38211149.2,4100000,1,4,804,1334
The Boy and the Beast,80,27610000,49714378,1,3,805,1335
Saint Seiya: The Heated Battle of the Gods,75,107400000,442534509.4,16,3,87,120
Europa Report,63,125687,164148886.4,1,7,63,1336
Cosmic Sin,42,20000000,349757,1,3,14,98
Justice Society: World War II,75,104300000,715632210,1,6,806,1337
CJ7,72,24292400,47301471,1,1,807,953
Ouija,52,5000000,103300632,2,10,12,660
Nobody Sleeps in the Woods Tonight 2,47,105600000,830215344.6,2,10,205,1338
When Love Is Lust,50,156000000,952321336,12,1,44,1339
Megan,59,164900000,690959382.4,2,3,18,1340
The Kissing Booth 3,70,94100000,683545513.4,1,8,168,361
I Don't Like Younger Men 4,55,144400000,326683695.4,9,7,269,1341
Annihilation,64,55000000,43070915,1,3,82,1193
Enola Holmes,73,21000000,95194068.4,1,9,808,300
Lewis Capaldi: How I'm Feeling Now,69,136000000,542007794.8,4,4,424,1342
Rogue Hostage,59,70520000,457654821.6,1,8,32,1343
National Treasure,66,100000000,331323410,1,11,809,228
Charlie's Angels: Full Throttle,54,120000000,227163273,1,7,122,897
Miracle in Cell No. 7,83,961023.8,19289062,24,10,22,1344
Death Race: Inferno,58,6500000,102022597.6,2,1,194,1273
I Came By,63,94000000,321279166.8,4,8,18,527
Survival Island,53,9000000,667072.4,1,11,810,1345
The Interview,62,44000000,12342632,1,1,603,712
Guardians,49,5400000,4803565,13,2,811,1346
Teen Wolf,62,1200000,80000000,2,8,219,699
The Smurfs,58,110000000,563749323,1,9,793,1347
Career Opportunities,69,6000000,11336986,1,12,168,1348
Sherlock Holmes,72,90000000,498438212,1,12,812,95
Dragon Ball: The Path to Power,73,171200000,795903109.2,16,3,289,77
Alvin and the Chipmunks: Chipwrecked,57,80000000,349088523,1,1,813,1076
Eyes Wide Shut,75,65000000,104264617,1,8,459,61
The Larva Island Movie,72,115500000,425732545.6,2,7,106,775
10 Things I Hate About You,76,13000000,60413950,1,3,404,1349
Star Wars: Episode III - Revenge of the Sith,74,113000000,850000000,1,5,76,1000
College Girls' Massage Parlor,68,68800000,226866064.6,9,4,99,1350
Chaos Walking,67,100000000,27072169,1,3,814,1351
Maquia: When the Promised Flower Blooms,82,8421000,4300000,1,6,543,1352
La La Land,79,20000000,437459811,1,11,815,318
Dances with Wolves,79,19000000,424208805,1,2,816,1353
Dragon Ball Z: Plan to Eradicate the Super Saiyans,72,143000000,536922531.6,16,11,698,77
RiÂ¢hie RiÂ¢h,59,40000000,38087756,1,12,270,826
Bram Stoker's Dracula,74,40000000,215862666,1,1,817,1354
Underworld,68,22000000,95708457,1,1,744,849
Thinking XXX,54,138800000,293853255.2,1,2,27,1355
Dumb and Dumber,66,16000000,247275374,1,3,45,650
Coma,63,4000000,2363584,1,11,2,1356
The ProtÃ©gÃ©,66,58980000,8639684,1,8,32,1357
Inferno,61,75000000,219519367,1,10,818,52
Step Up,69,12000000,110989157,1,9,819,111
Pandora,75,13938145,30169000,9,12,820,1358
Spectral,64,70000000,210020543,2,12,821,1359
The Weekend Away,60,98600000,243434798.2,4,3,143,1360
Matando Cabos 2: La MÃ¡scara del MÃ¡scara,77,73380000,873245191.2,3,10,185,934
Lone Survivor,74,40000000,149804632,1,1,822,393
The Heat,66,43000000,229727774,1,7,133,152
Attraction,52,122000000,131926469,12,2,121,1361
Inside the Mind of a Cat,74,79500000,708023892.4,2,8,27,1362
Turbo,62,135000000,286896578,1,9,106,286
My Best Friend's Exorcism,59,121740000,847224095,2,9,617,1363
Project Almanac,67,12000000,32909437,1,2,823,1364
Alone,63,74600000,716458819.4,1,4,42,1365
Goosebumps,63,58000000,158952243,1,12,824,453
Teen Titans Go! See Space Jam,67,105400000,542708441.8,1,7,825,1366
The Lego Batman Movie,72,80000000,310563096,1,3,500,1367
Lady Bird,73,10000000,80120944,1,1,121,890
The A-Team,64,110000000,177241171,1,10,826,233
The Loud House Movie,74,114860000,901084255,1,8,827,1368
Gunpowder Milkshake,64,30000000,1015760,1,7,85,1369
Saw V,62,10800000,118209778,1,10,740,1156
Forgotten,80,5611197,9900000,9,11,555,1370
Butchers,51,108400000,218436574.8,2,10,12,1371
Shaun of the Dead,75,5000000,29366946,1,10,617,214
LEGO Star Wars Terrifying Tales,68,129200000,375372218.6,1,10,828,1372
An Argentinian Crime,63,94000000,321279166.8,8,8,18,1373
Female Urologists 2,66,105200000,290912102,9,2,99,816
Stand by Me Doraemon,73,35000000,83061158,16,8,829,237
The Lion Guard: Return of the Roar,67,116700000,661829506.2,2,11,830,1374
Child's Play 2,62,13000000,34166572,2,11,11,1375
The Craft: Legacy,63,18000000,2300000,1,10,831,1376
Kabaneri of the Iron Fortress: The Battle of Unato,71,114000000,463270148.8,16,5,262,1377
Justice League Dark: Apokolips War,83,160600000,973340661.4,1,6,34,476
Who's a Good Boy?,58,72440000,220176894.4,3,11,45,1378
Robin Hood,73,210000000,322459006,1,9,106,1379
Robin Hood,73,99000000,85210012,1,9,106,1379
The Goonies,75,19000000,61389680,1,12,420,1380
Clueless,73,13700000,57956568,1,9,111,376
Rambo III,62,58000000,188715611,1,6,528,554
Serial (Bad) Weddings 3,64,22000000,163709896.6,17,12,168,1381
Don't Breathe,70,9900000,159047649,1,6,42,536
Joseph and Mary,50,151600000,665194474,2,7,22,1382
The Kings of the World,75,112900000,645547020.4,14,10,228,1383
Songbird,62,7286840.6,620836,1,5,832,1384
Office Lady Rope Slave,20,12001040,38139010,16,1,833,1087
Two,54,133000000,240742794.8,7,7,42,1385
Barbie: The Pearl Princess,69,108000000,533517647.6,2,2,73,796
Sherlock Holmes: A Game of Shadows,71,125000000,535663443,1,1,834,95
Midway,71,100000000,126815030,1,11,835,1386
Her,79,23000000,48043998,1,1,836,448
A Waltons Thanksgiving,40,112800000,836011985.4,2,11,721,1387
Hitman,61,24000000,99135571,1,12,490,1388
Deepwater Horizon,68,156000000,122359309,1,10,1,393
The Pirates: The Last Royal Treasure,67,19597380,10247262,9,1,122,1370
Paranormal Activity 3,59,5000000,207039844,1,10,15,1050
Star Wars: Episode I - The Phantom Menace,65,115000000,924317558,1,7,76,233
The Hills Have Eyes 2,55,15000000,37697773,2,3,11,1389
Child's Play 3,59,13000000,20560255,1,11,11,327
Ride Your Wave,76,143000000,589212649,1,2,837,1390
Bumblebee,67,102000000,465195589,1,12,14,1391
Paint,0,193540000,175269998.8,2,4,44,165
About Time,79,12000000,84959034,1,10,838,957
Crush,77,105800000,667037174.8,2,4,111,1392
The Cat Returns,72,24840000,54016370,1,9,839,1393
Royalteen,58,99400000,588699039.2,6,8,135,1394
The Mummy,55,195000000,409953905,1,6,840,61
The Mummy,55,80000000,416385488,1,6,840,61
Truth or Dare,60,3500000,95292744,1,8,42,742
Raped by an Angel,51,115400000,233023741.6,10,5,161,1395
Underworld: Rise of the Lycans,65,35000000,92158961,1,1,744,1396
The King of Fighters,52,12000000,2000371,32,8,388,1165
L'immensitÃ ,66,47220616.4,319773152.6,12,9,22,1397
The Many Saints of Newark,65,50000000,12732039,1,9,323,1398
Over the Moon,73,82600000,473097256.6,2,10,20,1399
Charm City Kings,79,124000000,517060315.4,2,1,22,1400
Promare,70,59500000,444807535.4,1,10,34,1401
Frivolous Lola,48,119000000,948498291.2,12,6,111,1402
The Ring,66,48000000,248218486,1,11,15,452
Radius,66,37117129,14097,1,3,140,1403
Saw VI,63,11000000,69752402,1,10,15,1156
Blood Diamond,75,100000000,171377916,1,1,841,189
Young Aunt 3,53,121400000,492196010.4,9,1,269,1090
Curious George: Cape Ahoy,33,50641000,323787336.6,2,9,659,357
Kung Fu Hustle,74,20000000,102034104,1,8,842,953
The Lovely Bones,71,95000000,94894448,1,12,216,890
The Dinosaur Project,56,19102000,2412576,1,3,705,1404
Robots,64,80000000,260636271,1,3,843,484
The Empire Strikes Back,84,18000000,538400000,1,5,76,482
Predestination,74,5500000,4942449,1,8,63,961
Spy Kids 3-D: Game Over,51,40000000,167851995,1,1,74,8
Knight and Day,62,117000000,258751370,1,7,603,61
Jesus of Nazareth,74,135000000,439492869.2,3,3,435,1405
The Grand Budapest Hotel,81,31000000,163503514,1,4,44,273
Romance,55,4105000,1314053,17,4,99,1406
Dream to be a Wife,0,167540000,175269998.8,28,9,844,1407
Sex and the City 2,61,95000000,294680778,1,7,52,908
7 Women and a Murder,55,70800000,591573175.2,12,12,45,1408
Castle in the Sky,80,3000000,5228752,1,8,845,1409
Last Night in Soho,74,43000000,22876948,1,11,58,1410
Catman,75,103800000,420298643.4,28,5,846,1411
Conan the Barbarian,68,90000000,63356133,1,12,170,494
Conan the Barbarian,68,20000000,79114085,1,12,170,494
The Ash Lad: In the Hall of the Mountain King,68,52808572,4522950,6,9,125,1412
Tombstone,76,25000000,56505065,1,2,599,984
12 Strong,62,35000000,71118378,1,1,847,69
Perfect Blue,83,830000,112536,1,6,848,1413
King Richard,78,50000000,37994866,1,1,16,333
The Bob's Burgers Movie,70,38000000,34148750,1,5,849,1414
Sinkhole,72,11400000,17970000,9,8,44,1415
She Said,73,32000000,10632378,1,11,16,1416
Click,63,82500000,237685089,1,9,850,13
Saw IV,62,10000000,135759694,1,10,740,1156
A Tale of Two Sisters,71,15050245,1062878,9,6,41,1417
Cheeky,55,64200000,509521654.2,12,1,52,1418
RV,59,50000000,87528173,1,6,755,1082
The Bourne Identity,75,60000000,214357371,1,8,176,126
Not Another Teen Movie,58,15000000,62401343,1,3,45,1419
"Batman: The Long Halloween, Part Two",75,141000000,937353330.4,1,7,786,1298
The Game Plan,65,22000000,146590987,1,11,270,28
Asking For It,58,104300000,195076279.8,2,3,490,1420
"Tad, the Lost Explorer",62,10500000,23000000,1,8,164,4
Atlantis: The Lost Empire,70,90000000,186049020,1,9,86,699
True Lies,70,100000000,365300000,1,9,32,494
Silent Hill,65,50000000,94704227,1,8,15,353
No One Gets Out Alive,59,139000000,405888913.2,1,9,90,1421
Cursed,55,35000000,25114901,1,6,617,227
The Platform,70,600,214883443.8,1,3,302,1422
No Hard Feelings,0,246000000,178359863,2,6,111,258
Spectre,65,300000000,879077344,1,11,21,142
Friday the 13th,64,17000000,92670237,1,6,12,1423
Friday the 13th,64,550000,59754601,1,6,12,1423
Horton Hears a Who!,65,85000000,298572799,1,3,4,650
Luckiest Girl Alive,66,55197530,636226345.4,2,9,459,1424
Death Note Relight 1: Visions of a God,80,97000000,829924588.6,1,9,851,1425
Three Sisters Swapping,0,181600000,175269998.8,9,11,269,884
Doctor Sleep,71,45000000,71720838,1,11,419,484
Crawl,63,17000000,91720490,1,7,852,268
Breakthrough,77,14000000,49231674,1,4,22,1426
Apostasy,69,500000,434336,4,7,22,1427
Odd Thomas,69,27000000,257720413.2,1,1,202,1428
Beauty Salon: Special Services 4,66,53340523.8,359866643.6,9,12,269,234
The Princess Diaries,69,30000000,165334774,1,11,853,614
How Funny Can Sex Be?,57,118600000,245108932.8,12,12,45,1429
Man on Fire,74,60000000,130968579,1,8,292,526
The Lighthouse,75,4000000,18262307,1,2,854,118
Transporter 2,63,32000000,89083229,1,9,7,106
The Witch,69,3500000,40429635,1,3,855,1430
Do Revenge,64,90544000,519948264.6,2,9,45,1431
Twelve Monkeys,76,29000000,168841459,1,3,180,98
Transformers: Beginnings,69,155000000,474980757,2,10,856,1432
A Nightmare on Elm Street,73,35000000,117729618,1,8,12,1433
A Nightmare on Elm Street,73,1800000,25542906,1,8,12,1433
"Pamela, A Love Story",71,90100000,414551647.4,2,1,27,1434
Xico's Journey,66,127000000,325823441.8,3,11,106,1435
A Serbian Film,55,3840000,1541,2,5,857,1436
Bosomy Backhouse Girl,10,201940000,38157314,9,5,269,1437
Oh Belinda,67,132580000,376911604.8,24,4,858,1438
The Change-Up,61,52000000,75997067,1,8,45,283
All About Sex,66,98000000,283691881.2,2,1,52,1439
Skin,70,71200000,530413654.6,32,9,22,1440
Anaconda,52,45000000,136998907,1,7,859,38
Peter Pan,72,100000000,95255485,1,12,139,1441
Peter Pan,72,4000000,87400000,1,12,139,1441
You Don't Mess with the Zohan,57,90000000,204313400,1,8,268,13
Dragon Ball: Sleeping Princess in Devil's Castle,65,82600000,307390441,16,7,860,817
Midnight,71,102400000,502443287.6,9,6,18,1442
Yu Pui Tsuen II,62,84000000,1014981322,10,10,684,1443
Constantine: City of Demons - The Movie,78,93600000,854525890.6,1,10,861,476
Cast Away,77,85000000,427230516,1,1,685,52
Paprika,71,100000000,369861963.8,12,2,22,1444
Godzilla,56,160000000,529076069,1,6,293,270
Godzilla,56,125000000,376000000,1,6,293,270
The Lucky One,71,25000000,96633833,1,4,99,668
The Lone Ranger,61,225000000,260002115,1,7,862,224
The Texas Chain Saw Massacre,73,85000,30900000,1,2,12,1445
Zone 414,54,5000000,54969744.8,2,9,180,182
The Smurfs 2,58,110000000,348547523,1,9,863,1347
Star Trek Into Darkness,73,190000000,467381584,1,5,14,54
PAW Patrol: Jet to the Rescue,70,77600000,695513050,1,9,73,1446
When Marnie Was There,80,20011197,34949567,1,3,461,1447
Swim,62,91000000,347535769.2,2,8,116,1448
The Raid,74,1100000,9148519,1,3,7,776
Beverly Hills Chihuahua 3: Viva la Fiesta!,62,75600000,413389196.6,2,9,270,1449
Grisaia: Phantom Trigger The Animation - Stargazer,80,130000000,765868107,16,11,410,1450
The Scientist,62,151000000,396465476,2,9,322,1451
Star Wars: Episode II - Attack of the Clones,65,120000000,649398328,1,5,76,1000
The King of Staten Island,70,78700000,485621788.4,1,6,44,1115
Tropic Thunder,66,90000000,191145256,1,8,864,518
E.T. the Extra-Terrestrial,75,10500000,797103542,1,11,865,263
Sin City: A Dame to Kill For,64,65000000,40650842,1,9,715,1452
Fighting Spirit - Mashiba vs. Kimura,60,106400000,725444809.8,16,9,866,1425
BÄhubali: The Beginning,76,25130430,90747520,36,7,53,1453
